date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,temperature,rain_p_h,clouds_all,weather_type,weather_description,traffic_volume
2013-04-07 23:00:00,None,160,93,6,130,2,276.13,0.0,90,Clouds,overcast clouds,2599
2013-04-08 00:00:00,None,77,80,8,150,2,276.12,0.0,90,Clouds,overcast clouds,596
2013-04-08 01:00:00,None,55,75,6,150,2,275.96,0.0,90,Clouds,overcast clouds,393
2013-04-08 02:00:00,None,231,70,9,150,2,275.84,0.0,90,Clouds,overcast clouds,262
2013-04-08 03:00:00,None,249,70,8,140,2,275.58,0.0,90,Clouds,overcast clouds,296
2013-04-08 04:00:00,None,165,66,8,150,7,275.14,0.0,90,Clouds,overcast clouds,748
2013-04-08 05:00:00,None,104,70,4,150,1,274.97,0.0,1,Clear,sky is clear,2505
2013-04-08 06:00:00,None,106,76,6,150,4,275.02,0.0,90,Clouds,overcast clouds,5597
2013-04-08 07:00:00,None,92,87,7,150,9,275.06,0.0,90,Clouds,overcast clouds,6971
2013-04-08 08:00:00,None,254,93,6,150,5,275.22,0.0,90,Clouds,overcast clouds,6291
2013-04-08 09:00:00,None,72,93,3,250,6,275.43,0.0,90,Clouds,overcast clouds,4920
2013-04-08 10:00:00,None,19,87,3,240,8,275.78,0.0,90,Clouds,overcast clouds,4406
2013-04-08 11:00:00,None,98,93,3,240,7,276.22,0.0,90,Clouds,overcast clouds,4542
2013-04-08 12:00:00,None,174,87,6,280,1,277.03,0.0,90,Clouds,overcast clouds,4708
2013-04-08 13:00:00,None,295,86,4,270,7,277.29,0.0,48,Clouds,scattered clouds,4766
2013-04-08 14:00:00,None,224,86,3,280,6,279.53,0.0,75,Clouds,broken clouds,5326
2013-04-08 15:00:00,None,81,93,2,310,8,280.17,0.0,75,Clouds,broken clouds,5595
2013-04-08 16:00:00,None,217,100,3,310,3,280.86,0.0,75,Clouds,broken clouds,6524
2013-04-08 17:00:00,None,148,93,3,310,1,281.45,0.0,1,Clear,sky is clear,6278
2013-04-08 18:00:00,None,255,93,2,320,1,281.33,0.0,1,Clear,sky is clear,4356
2013-04-08 19:00:00,None,138,86,3,350,6,281.04,0.0,1,Clear,sky is clear,3143
2013-04-08 20:00:00,None,109,86,4,10,3,280.4,0.0,90,Clouds,overcast clouds,2620
2013-04-08 21:00:00,None,185,74,5,50,9,279.81,0.0,90,Drizzle,light intensity drizzle,2171
2013-04-08 22:00:00,None,108,56,6,360,6,279.11,0.0,75,Rain,light rain,1454
2013-04-08 23:00:00,None,92,86,7,10,2,278.39,0.0,90,Rain,light rain,1124
2013-04-09 00:00:00,None,237,93,6,10,8,278.02,0.0,90,Rain,light rain,539
2013-04-09 01:00:00,None,65,100,5,360,5,277.78,0.0,90,Drizzle,light intensity drizzle,316
2013-04-09 02:00:00,None,235,100,6,350,6,277.93,0.0,90,Rain,light rain,268
2013-04-09 03:00:00,None,206,86,6,340,6,277.93,0.0,90,Drizzle,light intensity drizzle,305
2013-04-09 04:00:00,None,136,40,4,320,6,277.86,0.0,90,Rain,light rain,737
2013-04-09 05:00:00,None,167,74,4,310,3,277.73,0.0,90,Rain,moderate rain,2626
2013-04-09 06:00:00,None,44,69,3,300,1,277.55,0.0,90,Rain,moderate rain,5823
2013-04-09 07:00:00,None,31,55,3,320,8,277.53,0.0,90,Drizzle,drizzle,7110
2013-04-09 08:00:00,None,109,45,4,300,1,277.22,0.0,90,Drizzle,drizzle,5954
2013-04-09 09:00:00,None,109,38,5,300,8,277.22,0.0,90,Drizzle,light intensity drizzle,5289
2013-04-09 10:00:00,None,84,51,3,270,8,277.49,0.0,90,Mist,mist,4439
2013-04-09 11:00:00,None,26,47,3,280,3,277.88,0.0,90,Mist,mist,4560
2013-04-09 12:00:00,None,156,55,4,280,5,278.58,0.0,90,Clouds,overcast clouds,4917
2013-04-09 13:00:00,None,259,64,4,290,5,279.09,0.0,90,Haze,haze,4875
2013-04-09 14:00:00,None,197,68,1,290,4,279.57,0.0,90,Haze,haze,5298
2013-04-09 15:00:00,None,185,74,1,240,7,279.9,0.0,90,Haze,haze,5849
2013-04-09 16:00:00,None,41,86,1,210,2,280.05,0.0,90,Clouds,overcast clouds,6564
2013-04-09 17:00:00,None,131,86,2,210,6,280.19,0.0,90,Haze,haze,6315
2013-04-09 18:00:00,None,37,86,2,180,1,280.01,0.0,90,Clouds,overcast clouds,4458
2013-04-09 19:00:00,None,198,92,1,180,9,279.45,0.0,90,Clouds,overcast clouds,3226
2013-04-09 20:00:00,None,149,80,3,220,8,278.88,0.0,90,Clouds,overcast clouds,2754
2013-04-09 21:00:00,None,280,74,3,220,7,278.05,0.0,90,Clouds,overcast clouds,3824
2013-04-09 22:00:00,None,294,64,3,200,5,277.72,0.0,90,Clouds,overcast clouds,2868
2013-04-09 23:00:00,None,278,56,3,260,2,277.44,0.0,90,Clouds,overcast clouds,1127
2013-04-10 00:00:00,None,195,45,4,240,4,277.4,0.0,90,Clouds,overcast clouds,501
2013-04-10 01:00:00,None,119,45,6,230,5,277.16,0.0,90,Clouds,overcast clouds,320
2013-04-10 02:00:00,None,264,39,9,220,7,276.84,0.0,90,Clouds,overcast clouds,227
2013-04-10 03:00:00,None,44,42,6,230,2,276.62,0.0,90,Clouds,overcast clouds,297
2013-04-10 04:00:00,None,231,39,9,210,2,276.31,0.0,90,Clouds,overcast clouds,752
2013-04-10 05:00:00,None,119,39,6,250,2,276.19,0.0,90,Clouds,overcast clouds,2568
2013-04-10 06:00:00,None,270,42,9,280,8,275.96,0.0,90,Clouds,overcast clouds,5543
2013-04-10 07:00:00,None,11,70,7,320,5,275.68,0.0,90,Clouds,overcast clouds,6812
2013-04-10 08:00:00,None,243,93,5,310,5,275.35,0.0,90,Rain,light rain,6125
2013-04-10 09:00:00,None,295,80,3,250,7,275.03,0.0,90,Rain,light rain,5171
2013-04-10 10:00:00,None,128,93,2,220,8,274.62,0.0,90,Mist,mist,4366
2013-04-10 11:00:00,None,19,86,5,270,9,274.49,0.0,90,Clouds,overcast clouds,4418
2013-04-10 12:00:00,None,47,93,3,270,2,274.58,0.0,90,Haze,haze,4793
2013-04-10 13:00:00,None,242,80,4,270,7,275.38,0.0,90,Snow,heavy snow,4958
2013-04-10 14:00:00,None,172,80,4,280,4,276.36,0.0,90,Rain,light rain,5207
2013-04-10 15:00:00,None,149,68,4,224,7,277.55,0.0,75,Clouds,broken clouds,5821
2013-04-10 16:00:00,None,251,69,3,260,9,279.1,0.0,90,Clouds,overcast clouds,6383
2013-04-10 17:00:00,None,179,69,3,240,8,278.69,0.0,90,Clouds,overcast clouds,6106
2013-04-10 18:00:00,None,107,60,3,0,2,278.59,0.0,90,Clouds,overcast clouds,4435
2013-04-10 19:00:00,None,76,60,2,0,6,278.33,0.0,90,Clouds,overcast clouds,3172
2013-04-10 20:00:00,None,298,48,3,220,3,277.77,0.0,90,Clouds,overcast clouds,2763
2013-04-10 21:00:00,None,113,45,3,270,5,277.05,0.0,90,Clouds,overcast clouds,2330
2013-04-10 22:00:00,None,150,45,3,210,1,276.16,0.0,90,Rain,light rain,1550
2013-04-10 23:00:00,None,146,32,2,190,9,275.18,0.0,90,Mist,mist,1019
2013-04-11 00:00:00,None,115,39,4,160,5,274.06,0.0,90,Mist,mist,582
2013-04-11 01:00:00,None,147,49,8,130,4,272.8,0.0,90,Thunderstorm,proximity thunderstorm,330
2013-04-11 02:00:00,None,117,57,5,150,3,272.52,0.0,90,Mist,mist,238
2013-04-11 03:00:00,None,257,70,5,140,2,272.29,0.0,90,Clouds,overcast clouds,331
2013-04-11 04:00:00,None,143,66,3,150,8,272.68,0.0,90,Clouds,overcast clouds,773
2013-04-11 05:00:00,None,23,70,4,140,2,272.3,0.0,90,Clouds,overcast clouds,2628
2013-04-11 06:00:00,None,87,70,3,140,7,272.37,0.0,90,Clouds,overcast clouds,3973
2013-04-11 07:00:00,None,280,66,2,150,1,272.61,0.0,90,Clouds,overcast clouds,3078
2013-04-11 08:00:00,None,234,54,5,210,2,273.08,0.0,90,Clouds,overcast clouds,3069
2013-04-11 09:00:00,None,130,58,3,210,4,273.64,0.0,90,Clouds,overcast clouds,4018
2013-04-11 10:00:00,None,232,44,4,230,6,274.2,0.0,90,Clouds,overcast clouds,3191
2013-04-11 11:00:00,None,218,50,2,220,9,274.53,0.0,90,Clouds,overcast clouds,3246
2013-04-11 12:00:00,None,249,48,0,0,4,275.27,0.0,90,Clouds,overcast clouds,3714
2013-04-11 13:00:00,None,30,37,4,270,6,275.66,0.0,100,Clouds,overcast clouds,3827
2013-04-11 14:00:00,None,294,37,2,200,8,275.89,0.0,90,Clouds,overcast clouds,4562
2013-04-11 15:00:00,None,102,32,2,240,1,276.25,0.0,90,Haze,haze,4797
2013-04-11 16:00:00,None,264,28,2,310,6,276.18,0.0,90,Clouds,overcast clouds,5668
2013-04-11 17:00:00,None,171,28,2,320,7,276.29,0.0,90,Haze,haze,5029
2013-04-11 18:00:00,None,274,34,4,300,6,276.2,0.0,90,Snow,heavy snow,3803
2013-04-11 19:00:00,None,197,32,0,0,5,275.87,0.0,90,Snow,heavy snow,2777
2013-04-11 20:00:00,None,121,44,2,330,3,275.62,0.0,90,Snow,heavy snow,2452
2013-04-11 21:00:00,None,39,47,2,310,5,275.65,0.0,90,Clouds,overcast clouds,4070
2013-04-11 22:00:00,None,282,50,0,0,5,275.85,0.0,90,Clouds,overcast clouds,2697
2013-04-11 23:00:00,None,105,70,0,0,2,275.31,0.0,90,Snow,heavy snow,1306
2013-04-12 00:00:00,None,47,81,0,0,9,275.12,0.0,90,Rain,light rain,661
2013-04-12 01:00:00,None,297,80,0,0,1,274.93,0.0,90,Snow,heavy snow,380
2013-04-12 02:00:00,None,78,70,0,0,4,275.0,0.0,90,Drizzle,light intensity drizzle,309
2013-04-12 03:00:00,None,243,93,0,0,3,274.93,0.0,90,Rain,light rain,344
2013-04-12 04:00:00,None,76,75,0,0,4,274.5,0.0,90,Snow,heavy snow,713
2013-04-12 05:00:00,None,285,47,0,0,5,273.65,0.0,90,Snow,snow,2407
2013-04-12 06:00:00,None,20,24,3,260,7,273.09,0.0,90,Snow,snow,5001
2013-04-12 07:00:00,None,213,21,3,200,3,272.6,0.0,90,Mist,mist,5652
2013-04-12 08:00:00,None,163,22,2,200,7,272.15,0.0,90,Fog,fog,6036
2013-04-12 09:00:00,None,122,55,3,140,7,272.08,0.0,90,Snow,snow,5197
2013-04-12 10:00:00,None,200,67,4,160,4,272.75,0.0,90,Snow,snow,4513
2013-04-12 11:00:00,None,191,67,4,180,6,273.39,0.0,90,Mist,mist,5071
2013-04-12 12:00:00,None,90,76,4,160,8,273.9,0.0,90,Haze,haze,5393
2013-04-12 13:00:00,None,76,55,4,160,7,274.21,0.0,90,Haze,haze,5446
2013-04-12 14:00:00,None,124,48,5,170,2,274.43,0.0,90,Haze,haze,5649
2013-04-12 15:00:00,None,121,48,5,190,2,274.64,0.0,90,Clouds,overcast clouds,6255
2013-04-12 16:00:00,None,119,28,4,180,9,274.65,0.0,90,Haze,haze,6595
2013-04-12 17:00:00,None,214,29,4,290,8,274.26,0.0,90,Rain,light rain,5988
2013-04-12 18:00:00,None,215,40,4,330,8,274.07,0.0,90,Snow,heavy snow,4956
2013-04-12 19:00:00,None,233,48,7,310,6,273.79,0.0,90,Mist,mist,3716
2013-04-12 20:00:00,None,159,87,1,220,7,273.58,0.0,90,Mist,mist,3085
2013-04-12 21:00:00,None,151,93,2,350,9,273.24,0.0,90,Mist,mist,2866
2013-04-12 22:00:00,None,208,81,3,330,2,272.9,0.0,90,Mist,mist,2774
2013-04-12 23:00:00,None,159,62,4,360,8,272.62,0.0,90,Mist,mist,1695
2013-04-13 00:00:00,None,275,57,2,10,8,272.26,0.0,90,Snow,snow,1128
2013-04-13 01:00:00,None,142,41,3,60,4,271.88,0.0,90,Mist,mist,707
2013-04-13 02:00:00,None,88,37,1,100,4,271.57,0.0,90,Mist,mist,551
2013-04-13 03:00:00,None,203,26,3,140,4,271.45,0.0,90,Snow,snow,351
2013-04-13 04:00:00,None,210,35,3,150,4,271.13,0.0,90,Snow,snow,366
2013-04-13 05:00:00,None,62,52,0,0,1,270.85,0.0,90,Mist,mist,701
2013-04-13 06:00:00,None,130,72,3,150,3,270.79,0.0,90,Mist,mist,1402
2013-04-13 07:00:00,None,162,72,3,125,1,270.77,0.0,90,Mist,mist,2163
2013-04-13 08:00:00,None,144,77,4,120,4,271.24,0.0,90,Mist,mist,2943
2013-04-13 09:00:00,None,71,72,4,130,6,271.76,0.0,90,Mist,mist,3766
2013-04-13 10:00:00,None,296,72,7,150,4,272.47,0.0,90,Clouds,overcast clouds,4049
2013-04-13 11:00:00,None,77,72,5,180,1,272.88,0.0,90,Mist,mist,4668
2013-04-13 12:00:00,None,234,52,6,240,8,273.42,0.0,90,Haze,haze,5311
2013-04-13 13:00:00,None,146,55,6,260,8,273.8,0.0,90,Clouds,overcast clouds,5226
2013-04-13 14:00:00,None,55,46,6,260,2,274.63,0.0,90,Clouds,overcast clouds,5173
2013-04-13 15:00:00,None,104,48,7,270,5,274.82,0.0,90,Snow,heavy snow,4823
2013-04-13 16:00:00,None,299,48,7,300,4,274.86,0.0,90,Snow,heavy snow,4759
2013-04-13 17:00:00,None,256,45,5,260,3,274.84,0.0,90,Snow,heavy snow,4718
2013-04-13 18:00:00,None,223,29,6,280,3,274.51,0.0,90,Snow,heavy snow,4385
2013-04-13 19:00:00,None,57,27,5,260,2,273.98,0.0,90,Mist,mist,3319
2013-04-13 20:00:00,None,15,23,4,260,1,273.33,0.0,90,Mist,mist,2881
2013-04-13 21:00:00,None,202,23,3,290,9,272.86,0.0,90,Snow,heavy snow,2999
2013-04-13 22:00:00,None,112,29,4,330,9,272.53,0.0,90,Snow,heavy snow,4816
2013-04-13 23:00:00,None,83,36,2,310,9,272.28,0.0,90,Snow,heavy snow,2254
2013-04-14 00:00:00,None,83,38,2,270,3,271.91,0.0,90,Snow,heavy snow,1329
2013-04-14 01:00:00,None,122,44,4,300,8,271.75,0.0,90,Snow,heavy snow,860
2013-04-14 02:00:00,None,272,47,5,320,7,271.63,0.0,90,Mist,mist,690
2013-04-14 03:00:00,None,67,57,5,320,6,271.32,0.0,90,Mist,mist,350
2013-04-14 04:00:00,None,223,75,3,270,5,271.21,0.0,90,Mist,mist,253
2013-04-14 05:00:00,None,104,80,4,300,1,271.15,0.0,90,Snow,heavy snow,459
2013-04-14 06:00:00,None,152,86,8,330,3,271.26,0.0,90,Snow,heavy snow,730
2013-04-14 07:00:00,None,61,93,6,310,7,271.22,0.0,90,Mist,mist,982
2013-04-14 08:00:00,None,26,93,5,340,9,271.56,0.0,90,Mist,mist,1569
2013-04-14 09:00:00,None,227,93,3,330,9,271.94,0.0,90,Clouds,overcast clouds,2347
2013-04-14 10:00:00,None,237,93,6,320,1,272.63,0.0,90,Clouds,overcast clouds,2984
2013-04-14 11:00:00,None,210,93,2,350,3,273.35,0.0,90,Snow,heavy snow,3303
2013-04-14 12:00:00,None,91,48,4,330,5,274.03,0.0,90,Snow,heavy snow,3655
2013-04-14 13:00:00,None,137,80,1,360,8,274.52,0.0,90,Clouds,overcast clouds,3681
2013-04-14 14:00:00,None,89,48,3,350,6,274.62,0.0,90,Clouds,overcast clouds,3697
2013-04-14 15:00:00,None,198,93,2,60,5,274.83,0.0,90,Clouds,overcast clouds,3861
2013-04-14 16:00:00,None,165,48,2,360,9,275.1,0.0,90,Clouds,overcast clouds,3946
2013-04-14 17:00:00,None,169,56,4,340,8,275.06,0.0,90,Clouds,overcast clouds,3726
2013-04-14 18:00:00,None,251,60,3,350,4,275.05,0.0,90,Clouds,overcast clouds,3205
2013-04-14 19:00:00,None,91,65,4,350,6,274.79,0.0,90,Clouds,overcast clouds,2551
2013-04-14 20:00:00,None,53,64,7,30,5,274.37,0.0,90,Clouds,overcast clouds,2179
2013-04-14 21:00:00,None,171,60,4,360,9,273.69,0.0,90,Clouds,overcast clouds,1950
2013-04-14 22:00:00,None,230,93,4,40,8,272.95,0.0,1,Clear,sky is clear,1418
2013-04-14 23:00:00,None,158,64,5,360,2,272.09,0.0,1,Clear,sky is clear,907
2013-04-15 00:00:00,None,133,64,6,340,7,271.71,0.0,1,Clear,sky is clear,514
2013-04-15 01:00:00,None,10,69,5,350,1,271.7,0.0,1,Clear,sky is clear,267
2013-04-15 02:00:00,None,192,74,5,340,8,272.29,0.0,90,Clouds,overcast clouds,233
2013-04-15 03:00:00,None,217,69,4,330,8,272.52,0.0,75,Clouds,broken clouds,288
2013-04-15 04:00:00,None,106,69,5,350,3,272.58,0.0,90,Clouds,overcast clouds,735
2013-04-15 05:00:00,None,30,64,3,340,8,272.61,0.0,90,Snow,heavy snow,2541
2013-04-15 06:00:00,None,232,59,4,330,7,272.19,0.0,90,Snow,heavy snow,5806
2013-04-15 07:00:00,None,57,55,6,360,3,271.81,0.0,90,Snow,heavy snow,7082
2013-04-15 08:00:00,None,41,56,7,350,3,271.91,0.0,90,Snow,heavy snow,6126
2013-04-15 09:00:00,None,297,48,5,340,5,272.38,0.0,90,Snow,heavy snow,4916
2013-04-15 10:00:00,None,139,42,6,330,1,272.66,0.0,90,Snow,heavy snow,4386
2013-04-15 11:00:00,None,287,39,7,320,2,272.93,0.0,90,Snow,heavy snow,4552
2013-04-15 12:00:00,None,254,45,5,330,4,273.21,0.0,90,Snow,heavy snow,4755
2013-04-15 13:00:00,None,239,48,5,340,3,273.25,0.0,90,Snow,heavy snow,4880
2013-04-15 14:00:00,None,208,60,5,340,3,273.36,0.0,90,Snow,heavy snow,5222
2013-04-15 15:00:00,None,28,69,4,340,2,273.36,0.0,90,Snow,heavy snow,5809
2013-04-15 16:00:00,None,224,64,4,360,8,273.37,0.0,90,Snow,heavy snow,6683
2013-04-15 17:00:00,None,289,74,6,10,5,273.53,0.0,90,Mist,mist,6400
2013-04-15 18:00:00,None,30,74,4,360,5,273.62,0.0,90,Mist,mist,4630
2013-04-15 19:00:00,None,51,86,4,360,6,273.73,0.0,90,Snow,heavy snow,3096
2013-04-15 20:00:00,None,255,86,6,10,6,273.81,0.0,90,Snow,heavy snow,2727
2013-04-15 21:00:00,None,37,93,6,10,2,274.07,0.0,90,Snow,snow,2498
2013-04-15 22:00:00,None,67,93,7,20,5,274.4,0.0,90,Drizzle,drizzle,1530
2013-04-15 23:00:00,None,272,93,7,20,6,274.69,0.0,90,Mist,mist,1007
2013-04-16 00:00:00,None,153,93,6,20,6,275.2,0.0,40,Mist,mist,535
2013-04-16 01:00:00,None,102,93,6,20,9,275.12,0.0,75,Mist,mist,319
2013-04-16 02:00:00,None,44,93,5,20,7,274.92,0.0,1,Clear,sky is clear,234
2013-04-16 03:00:00,None,101,93,6,20,3,274.66,0.0,1,Clear,sky is clear,303
2013-04-16 04:00:00,None,272,86,4,40,7,274.44,0.0,75,Clouds,broken clouds,748
2013-04-16 05:00:00,None,23,86,7,20,3,274.02,0.0,40,Clouds,scattered clouds,2705
2013-04-16 06:00:00,None,211,86,4,20,1,273.53,0.0,75,Clouds,broken clouds,5994
2013-04-16 07:00:00,None,287,100,5,20,2,273.34,0.0,90,Clouds,overcast clouds,7016
2013-04-16 08:00:00,None,153,100,5,10,7,273.43,0.0,90,Clouds,overcast clouds,6373
2013-04-16 09:00:00,None,254,86,4,20,8,273.76,0.0,90,Clouds,overcast clouds,5046
2013-04-16 10:00:00,None,21,100,4,20,6,274.4,0.0,90,Clouds,overcast clouds,4558
2013-04-16 11:00:00,None,80,100,4,10,6,274.97,0.0,90,Clouds,overcast clouds,4764
2013-04-16 12:00:00,None,193,100,5,20,9,275.46,0.0,90,Clouds,overcast clouds,4876
2013-04-16 13:00:00,None,113,100,4,10,7,275.85,0.0,90,Clouds,overcast clouds,5004
2013-04-16 14:00:00,None,20,80,2,340,2,276.4,0.0,90,Clouds,overcast clouds,5248
2013-04-16 15:00:00,None,217,80,3,10,8,276.61,0.0,90,Clouds,overcast clouds,5958
2013-04-16 16:00:00,None,234,86,3,20,3,276.72,0.0,90,Clouds,overcast clouds,6713
2013-04-16 17:00:00,None,282,93,4,20,9,276.78,0.0,90,Clouds,overcast clouds,6407
2013-04-16 18:00:00,None,63,93,5,10,4,276.49,0.0,90,Clouds,overcast clouds,4860
2013-04-16 19:00:00,None,182,81,3,360,4,276.34,0.0,90,Clouds,overcast clouds,3149
2013-04-16 20:00:00,None,256,75,2,20,8,275.92,0.0,90,Clouds,overcast clouds,2964
2013-04-16 21:00:00,None,162,75,3,340,9,275.34,0.0,75,Clouds,broken clouds,2473
2013-04-16 22:00:00,None,115,70,4,350,5,275.15,0.0,1,Clear,sky is clear,2142
2013-04-16 23:00:00,None,168,70,5,360,8,274.92,0.0,40,Clouds,scattered clouds,1108
2013-04-17 00:00:00,None,115,81,3,10,6,274.59,0.0,75,Clouds,broken clouds,549
2013-04-17 01:00:00,None,202,81,3,10,9,274.65,0.0,75,Clouds,broken clouds,343
2013-04-17 02:00:00,None,285,81,5,360,1,274.51,0.0,90,Clouds,overcast clouds,239
2013-04-17 03:00:00,None,82,86,2,360,6,274.37,0.0,90,Clouds,overcast clouds,356
2013-04-17 04:00:00,None,52,87,6,20,5,274.19,0.0,90,Clouds,overcast clouds,764
2013-04-17 05:00:00,None,203,81,5,10,2,273.76,0.0,90,Clouds,overcast clouds,2610
2013-04-17 06:00:00,None,138,86,3,10,2,273.76,0.0,90,Clouds,overcast clouds,5883
2013-04-17 07:00:00,None,117,86,2,20,5,273.76,0.0,90,Clouds,overcast clouds,7039
2013-04-17 08:00:00,None,112,86,4,360,3,273.86,0.0,90,Clouds,overcast clouds,6303
2013-04-17 10:00:00,None,142,86,3,10,2,274.34,0.0,90,Clouds,overcast clouds,4595
2013-04-17 11:00:00,None,259,86,4,360,4,275.04,0.0,90,Clouds,overcast clouds,4880
2013-04-17 12:00:00,None,279,93,3,20,6,275.89,0.0,75,Clouds,broken clouds,5047
2013-04-17 13:00:00,None,112,86,2,10,8,277.16,0.0,40,Clouds,scattered clouds,4866
2013-04-17 14:00:00,None,247,93,2,360,4,277.82,0.0,40,Clouds,scattered clouds,5425
2013-04-17 15:00:00,None,117,80,3,340,3,278.84,0.0,20,Clouds,few clouds,5982
2013-04-17 16:00:00,None,146,75,3,360,4,279.33,0.0,20,Clouds,few clouds,6736
2013-04-17 17:00:00,None,298,75,3,350,5,279.62,0.0,40,Clouds,scattered clouds,6525
2013-04-17 18:00:00,None,34,70,3,340,7,279.56,0.0,40,Clouds,scattered clouds,4542
2013-04-17 19:00:00,None,127,66,2,0,8,278.92,0.0,75,Clouds,broken clouds,3209
2013-04-17 20:00:00,None,239,66,2,300,7,278.39,0.0,1,Clear,sky is clear,2813
2013-04-17 21:00:00,None,265,62,2,310,4,276.63,0.0,75,Clouds,broken clouds,2511
2013-04-17 22:00:00,None,18,62,0,0,8,276.43,0.0,75,Clouds,broken clouds,2003
2013-04-17 23:00:00,None,128,55,2,340,2,275.46,0.0,75,Clouds,broken clouds,1022
2013-04-18 00:00:00,None,128,55,2,340,5,275.11,0.0,75,Clouds,broken clouds,590
2013-04-18 01:00:00,None,100,52,2,50,7,274.98,0.0,1,Clear,sky is clear,321
2013-04-18 02:00:00,None,181,52,1,50,9,274.43,0.0,75,Clouds,broken clouds,264
2013-04-18 03:00:00,None,220,52,1,70,5,274.51,0.0,75,Clouds,broken clouds,303
2013-04-18 04:00:00,None,125,67,2,270,9,274.79,0.0,75,Clouds,broken clouds,764
2013-04-18 05:00:00,None,297,67,0,0,7,275.16,0.0,90,Clouds,overcast clouds,2683
2013-04-18 06:00:00,None,31,76,1,30,5,275.15,0.0,40,Clouds,scattered clouds,5729
2013-04-18 07:00:00,None,64,71,2,40,3,275.07,0.0,90,Clouds,overcast clouds,7150
2013-04-18 08:00:00,None,117,76,0,0,3,275.54,0.0,90,Clouds,overcast clouds,5994
2013-04-18 09:00:00,None,86,87,0,0,3,275.78,0.0,90,Clouds,overcast clouds,5210
2013-04-18 10:00:00,None,70,87,0,0,9,275.83,0.0,90,Clouds,overcast clouds,4497
2013-04-18 11:00:00,None,131,93,0,0,6,276.15,0.0,90,Clouds,overcast clouds,4620
2013-04-18 12:00:00,None,101,87,0,0,6,276.3,0.0,90,Clouds,overcast clouds,4415
2013-04-18 13:00:00,None,231,93,0,0,3,276.43,0.0,90,Clouds,overcast clouds,4472
2013-04-18 14:00:00,None,139,100,0,0,1,277.1,0.0,90,Clouds,overcast clouds,4501
2013-04-18 15:00:00,None,257,81,0,0,8,277.45,0.0,90,Clouds,overcast clouds,4192
2013-04-18 16:00:00,None,130,76,0,0,6,277.56,0.0,90,Clouds,overcast clouds,3796
2013-04-18 17:00:00,None,210,71,0,0,9,277.26,0.0,90,Clouds,overcast clouds,3618
2013-04-18 18:00:00,None,227,43,0,0,4,276.64,0.0,90,Drizzle,light intensity drizzle,2812
2013-04-18 19:00:00,None,73,37,1,330,6,276.24,0.0,90,Drizzle,drizzle,2190
2013-04-18 20:00:00,None,78,40,0,0,2,275.69,0.0,90,Drizzle,light intensity drizzle,1809
2013-04-18 21:00:00,None,22,71,0,0,3,275.33,0.0,90,Snow,heavy snow,1577
2013-04-18 22:00:00,None,170,87,0,0,5,274.79,0.0,90,Snow,snow,1532
2013-04-18 23:00:00,None,229,52,0,0,4,274.65,0.0,90,Snow,snow,889
2013-04-19 00:00:00,None,100,46,2,290,9,274.36,0.0,90,Snow,heavy snow,516
2013-04-19 01:00:00,None,50,27,4,180,2,274.19,0.0,90,Snow,heavy snow,338
2013-04-19 02:00:00,None,265,33,2,150,9,274.03,0.0,90,Snow,heavy snow,261
2013-04-19 03:00:00,None,271,48,0,0,5,273.89,0.0,90,Snow,heavy snow,313
2013-04-19 04:00:00,None,19,55,0,0,5,273.74,0.0,90,Clouds,overcast clouds,718
2013-04-19 05:00:00,None,212,55,1,170,1,273.53,0.0,90,Snow,heavy snow,2339
2013-04-19 06:00:00,None,127,71,0,0,8,273.36,0.0,90,Snow,heavy snow,4931
2013-04-19 07:00:00,None,277,63,1,180,9,273.14,0.0,90,Snow,heavy snow,5399
2013-04-19 09:00:00,None,287,72,0,0,7,273.09,0.0,90,Mist,mist,4327
2013-04-19 10:00:00,None,23,67,2,130,6,273.29,0.0,90,Snow,heavy snow,3940
2013-04-19 11:00:00,None,115,67,2,300,3,273.36,0.0,90,Snow,heavy snow,4228
2013-04-19 12:00:00,None,191,52,3,30,6,273.47,0.0,90,Snow,heavy snow,4614
2013-04-19 13:00:00,None,11,35,3,70,3,273.39,0.0,90,Snow,heavy snow,4871
2013-04-19 14:00:00,None,116,72,3,270,4,273.38,0.0,90,Snow,snow,5118
2013-04-19 15:00:00,None,37,87,4,360,5,273.35,0.0,90,Snow,snow,5616
2013-04-19 16:00:00,None,74,93,3,360,7,273.37,0.0,90,Fog,fog,6160
2013-04-19 17:00:00,None,32,82,2,30,8,273.41,0.0,90,Snow,snow,5861
2013-04-19 18:00:00,None,137,87,3,20,2,273.33,0.0,90,Snow,snow,4728
2013-04-19 19:00:00,None,286,82,4,10,7,273.28,0.0,90,Mist,mist,3715
2013-04-19 20:00:00,None,238,93,5,10,4,273.23,0.0,90,Snow,snow,3240
2013-04-19 21:00:00,None,205,71,5,20,7,272.96,0.0,90,Snow,snow,3164
2013-04-19 22:00:00,None,150,81,7,20,9,272.73,0.0,90,Snow,snow,3074
2013-04-19 23:00:00,None,198,70,7,20,2,272.7,0.0,90,Snow,snow,2043
2013-04-20 00:00:00,None,90,60,5,10,7,272.63,0.0,90,Snow,snow,1190
2013-04-20 01:00:00,None,136,65,3,10,6,272.65,0.0,90,Mist,mist,728
2013-04-20 02:00:00,None,22,69,3,360,4,272.58,0.0,90,Mist,mist,571
